RUN	NonFunctional.NFTDefinitionLayer.apiSimulation	apisimulation	1603236800562	 	3.0.2
USER	Positive: Fetch 10 pokemon characters and validate the schema	337	START	1603236834355	1603236834355
REQUEST	333		GET /api/v2/pokemon/	1603236833966	1603236834411	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	333	END	1603236833955	1603236834411
USER	Positive: Fetch 10 pokemon characters and validate the schema	338	START	1603236834454	1603236834454
REQUEST	334		GET /api/v2/pokemon/	1603236834064	1603236834502	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	334	END	1603236834053	1603236834505
USER	Positive: Fetch 10 pokemon characters and validate the schema	339	START	1603236834554	1603236834554
REQUEST	335		GET /api/v2/pokemon/	1603236834164	1603236834606	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	335	END	1603236834153	1603236834606
USER	Positive: Fetch 10 pokemon characters and validate the schema	340	START	1603236834653	1603236834653
REQUEST	336		GET /api/v2/pokemon/	1603236834268	1603236834712	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	336	END	1603236834253	1603236834713
USER	Positive: Fetch 10 pokemon characters and validate the schema	341	START	1603236834753	1603236834753
REQUEST	337		GET /api/v2/pokemon/	1603236834365	1603236834825	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	337	END	1603236834355	1603236834827
USER	Positive: Fetch 10 pokemon characters and validate the schema	342	START	1603236834854	1603236834854
REQUEST	338		GET /api/v2/pokemon/	1603236834465	1603236834907	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	338	END	1603236834454	1603236834910
USER	Positive: Fetch 10 pokemon characters and validate the schema	343	START	1603236834954	1603236834954
REQUEST	339		GET /api/v2/pokemon/	1603236834564	1603236835012	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	339	END	1603236834554	1603236835012
USER	Positive: Fetch 10 pokemon characters and validate the schema	344	START	1603236835055	1603236835055
REQUEST	340		GET /api/v2/pokemon/	1603236834665	1603236835109	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	340	END	1603236834653	1603236835110
USER	Positive: Fetch 10 pokemon characters and validate the schema	345	START	1603236835155	1603236835155
REQUEST	341		GET /api/v2/pokemon/	1603236834765	1603236835253	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	341	END	1603236834753	1603236835254
USER	Positive: Fetch 10 pokemon characters and validate the schema	346	START	1603236835254	1603236835254
REQUEST	342		GET /api/v2/pokemon/	1603236834863	1603236835302	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	342	END	1603236834854	1603236835303
USER	Positive: Fetch 10 pokemon characters and validate the schema	347	START	1603236835354	1603236835354
REQUEST	343		GET /api/v2/pokemon/	1603236834966	1603236835405	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	343	END	1603236834954	1603236835405
USER	Positive: Fetch 10 pokemon characters and validate the schema	348	START	1603236835455	1603236835455
USER	Positive: Fetch 10 pokemon characters and validate the schema	349	START	1603236835553	1603236835553
REQUEST	345		GET /api/v2/pokemon/	1603236835166	1603236835603	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	345	END	1603236835155	1603236835603
USER	Positive: Fetch 10 pokemon characters and validate the schema	350	START	1603236835655	1603236835655
REQUEST	346		GET /api/v2/pokemon/	1603236835264	1603236835707	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	346	END	1603236835254	1603236835708
USER	Positive: Fetch 10 pokemon characters and validate the schema	351	START	1603236835754	1603236835754
REQUEST	347		GET /api/v2/pokemon/	1603236835364	1603236835803	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	347	END	1603236835354	1603236835804
USER	Positive: Fetch 10 pokemon characters and validate the schema	352	START	1603236835852	1603236835852
REQUEST	348		GET /api/v2/pokemon/	1603236835467	1603236835909	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	348	END	1603236835455	1603236835910
USER	Positive: Fetch 10 pokemon characters and validate the schema	353	START	1603236835952	1603236835952
REQUEST	349		GET /api/v2/pokemon/	1603236835563	1603236836010	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	349	END	1603236835553	1603236836011
USER	Positive: Fetch 10 pokemon characters and validate the schema	354	START	1603236836055	1603236836055
REQUEST	350		GET /api/v2/pokemon/	1603236835665	1603236836108	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	350	END	1603236835655	1603236836110
USER	Positive: Fetch 10 pokemon characters and validate the schema	355	START	1603236836153	1603236836153
REQUEST	351		GET /api/v2/pokemon/	1603236835765	1603236836212	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	351	END	1603236835754	1603236836213
USER	Positive: Fetch 10 pokemon characters and validate the schema	356	START	1603236836255	1603236836255
REQUEST	352		GET /api/v2/pokemon/	1603236835866	1603236836303	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	352	END	1603236835852	1603236836303
USER	Positive: Fetch 10 pokemon characters and validate the schema	357	START	1603236836354	1603236836354
REQUEST	353		GET /api/v2/pokemon/	1603236835966	1603236836408	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	353	END	1603236835952	1603236836418
USER	Positive: Fetch 10 pokemon characters and validate the schema	358	START	1603236836454	1603236836454
REQUEST	354		GET /api/v2/pokemon/	1603236836066	1603236836508	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	354	END	1603236836055	1603236836509
REQUEST	344		GET /api/v2/pokemon/	1603236835067	1603236836545	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	344	END	1603236835055	1603236836545
USER	Positive: Fetch 10 pokemon characters and validate the schema	359	START	1603236836554	1603236836554
REQUEST	355		GET /api/v2/pokemon/	1603236836163	1603236836610	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	355	END	1603236836153	1603236836611
USER	Positive: Fetch 10 pokemon characters and validate the schema	360	START	1603236836655	1603236836655
REQUEST	356		GET /api/v2/pokemon/	1603236836269	1603236836715	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	356	END	1603236836255	1603236836724
USER	Positive: Fetch 10 pokemon characters and validate the schema	361	START	1603236836755	1603236836755
REQUEST	357		GET /api/v2/pokemon/	1603236836367	1603236836816	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	357	END	1603236836354	1603236836816
USER	Positive: Fetch 10 pokemon characters and validate the schema	362	START	1603236836853	1603236836853
REQUEST	358		GET /api/v2/pokemon/	1603236836465	1603236836915	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	358	END	1603236836454	1603236836918
USER	Positive: Fetch 10 pokemon characters and validate the schema	363	START	1603236836952	1603236836952
REQUEST	359		GET /api/v2/pokemon/	1603236836565	1603236837006	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	359	END	1603236836554	1603236837007
USER	Positive: Fetch 10 pokemon characters and validate the schema	364	START	1603236837055	1603236837055
REQUEST	360		GET /api/v2/pokemon/	1603236836668	1603236837115	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	360	END	1603236836655	1603236837123
USER	Positive: Fetch 10 pokemon characters and validate the schema	365	START	1603236837154	1603236837154
REQUEST	361		GET /api/v2/pokemon/	1603236836763	1603236837199	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	361	END	1603236836755	1603236837199
USER	Positive: Fetch 10 pokemon characters and validate the schema	366	START	1603236837254	1603236837254
REQUEST	362		GET /api/v2/pokemon/	1603236836865	1603236837353	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	362	END	1603236836853	1603236837354
USER	Positive: Fetch 10 pokemon characters and validate the schema	367	START	1603236837354	1603236837354
REQUEST	363		GET /api/v2/pokemon/	1603236836960	1603236837417	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	363	END	1603236836952	1603236837424
USER	Positive: Fetch 10 pokemon characters and validate the schema	368	START	1603236837455	1603236837455
REQUEST	364		GET /api/v2/pokemon/	1603236837067	1603236837532	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	364	END	1603236837055	1603236837533
USER	Positive: Fetch 10 pokemon characters and validate the schema	369	START	1603236837554	1603236837554
REQUEST	365		GET /api/v2/pokemon/	1603236837165	1603236837619	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	365	END	1603236837154	1603236837620
USER	Positive: Fetch 10 pokemon characters and validate the schema	370	START	1603236837653	1603236837653
REQUEST	366		GET /api/v2/pokemon/	1603236837262	1603236837722	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	366	END	1603236837254	1603236837722
USER	Positive: Fetch 10 pokemon characters and validate the schema	371	START	1603236837754	1603236837754
REQUEST	367		GET /api/v2/pokemon/	1603236837364	1603236837811	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	367	END	1603236837354	1603236837811
USER	Positive: Fetch 10 pokemon characters and validate the schema	372	START	1603236837853	1603236837853
REQUEST	368		GET /api/v2/pokemon/	1603236837466	1603236837921	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	368	END	1603236837455	1603236837922
USER	Positive: Fetch 10 pokemon characters and validate the schema	373	START	1603236837953	1603236837953
REQUEST	369		GET /api/v2/pokemon/	1603236837564	1603236838004	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	369	END	1603236837554	1603236838006
USER	Positive: Fetch 10 pokemon characters and validate the schema	374	START	1603236838055	1603236838055
REQUEST	370		GET /api/v2/pokemon/	1603236837661	1603236838105	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	370	END	1603236837653	1603236838105
USER	Positive: Fetch 10 pokemon characters and validate the schema	375	START	1603236838154	1603236838154
REQUEST	371		GET /api/v2/pokemon/	1603236837762	1603236838218	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	371	END	1603236837754	1603236838218
USER	Positive: Fetch 10 pokemon characters and validate the schema	376	START	1603236838254	1603236838254
REQUEST	372		GET /api/v2/pokemon/	1603236837862	1603236838312	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	372	END	1603236837853	1603236838312
USER	Positive: Fetch 10 pokemon characters and validate the schema	377	START	1603236838354	1603236838354
REQUEST	373		GET /api/v2/pokemon/	1603236837964	1603236838409	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	373	END	1603236837953	1603236838410
USER	Positive: Fetch 10 pokemon characters and validate the schema	378	START	1603236838454	1603236838454
REQUEST	374		GET /api/v2/pokemon/	1603236838069	1603236838515	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	374	END	1603236838055	1603236838516
USER	Positive: Fetch 10 pokemon characters and validate the schema	379	START	1603236838554	1603236838554
REQUEST	375		GET /api/v2/pokemon/	1603236838165	1603236838614	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	375	END	1603236838154	1603236838615
USER	Positive: Fetch 10 pokemon characters and validate the schema	380	START	1603236838654	1603236838654
REQUEST	376		GET /api/v2/pokemon/	1603236838266	1603236838708	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	376	END	1603236838254	1603236838708
USER	Positive: Fetch 10 pokemon characters and validate the schema	381	START	1603236838755	1603236838755
REQUEST	377		GET /api/v2/pokemon/	1603236838371	1603236838821	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	377	END	1603236838354	1603236838821
USER	Positive: Fetch 10 pokemon characters and validate the schema	382	START	1603236838853	1603236838853
REQUEST	378		GET /api/v2/pokemon/	1603236838464	1603236838902	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	378	END	1603236838454	1603236838903
USER	Positive: Fetch 10 pokemon characters and validate the schema	383	START	1603236838953	1603236838953
REQUEST	379		GET /api/v2/pokemon/	1603236838566	1603236839018	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	379	END	1603236838554	1603236839018
USER	Positive: Fetch 10 pokemon characters and validate the schema	384	START	1603236839052	1603236839052
REQUEST	380		GET /api/v2/pokemon/	1603236838663	1603236839104	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	380	END	1603236838654	1603236839104
USER	Positive: Fetch 10 pokemon characters and validate the schema	385	START	1603236839154	1603236839154
REQUEST	381		GET /api/v2/pokemon/	1603236838770	1603236839205	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	381	END	1603236838755	1603236839204
USER	Positive: Fetch 10 pokemon characters and validate the schema	386	START	1603236839252	1603236839252
REQUEST	382		GET /api/v2/pokemon/	1603236838866	1603236839311	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	382	END	1603236838853	1603236839311
USER	Positive: Fetch 10 pokemon characters and validate the schema	387	START	1603236839355	1603236839355
REQUEST	383		GET /api/v2/pokemon/	1603236838966	1603236839404	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	383	END	1603236838953	1603236839404
USER	Positive: Fetch 10 pokemon characters and validate the schema	388	START	1603236839452	1603236839452
REQUEST	384		GET /api/v2/pokemon/	1603236839063	1603236839501	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	384	END	1603236839052	1603236839501
USER	Positive: Fetch 10 pokemon characters and validate the schema	389	START	1603236839555	1603236839555
REQUEST	385		GET /api/v2/pokemon/	1603236839166	1603236839603	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	385	END	1603236839154	1603236839603
USER	Positive: Fetch 10 pokemon characters and validate the schema	390	START	1603236839654	1603236839654
REQUEST	386		GET /api/v2/pokemon/	1603236839261	1603236839700	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	386	END	1603236839252	1603236839700
USER	Positive: Fetch 10 pokemon characters and validate the schema	391	START	1603236839754	1603236839754
REQUEST	387		GET /api/v2/pokemon/	1603236839362	1603236839800	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	387	END	1603236839355	1603236839801
USER	Positive: Fetch 10 pokemon characters and validate the schema	392	START	1603236839855	1603236839855
REQUEST	388		GET /api/v2/pokemon/	1603236839463	1603236839905	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	388	END	1603236839452	1603236839906
USER	Positive: Fetch 10 pokemon characters and validate the schema	393	START	1603236839954	1603236839954
REQUEST	389		GET /api/v2/pokemon/	1603236839568	1603236840008	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	389	END	1603236839555	1603236840010
USER	Positive: Fetch 10 pokemon characters and validate the schema	394	START	1603236840054	1603236840054
REQUEST	390		GET /api/v2/pokemon/	1603236839662	1603236840102	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	390	END	1603236839654	1603236840103
USER	Positive: Fetch 10 pokemon characters and validate the schema	395	START	1603236840153	1603236840153
REQUEST	391		GET /api/v2/pokemon/	1603236839761	1603236840205	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	391	END	1603236839754	1603236840205
USER	Positive: Fetch 10 pokemon characters and validate the schema	396	START	1603236840254	1603236840254
REQUEST	392		GET /api/v2/pokemon/	1603236839865	1603236840315	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	392	END	1603236839855	1603236840317
USER	Positive: Fetch 10 pokemon characters and validate the schema	397	START	1603236840355	1603236840355
REQUEST	393		GET /api/v2/pokemon/	1603236839962	1603236840409	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	393	END	1603236839954	1603236840409
USER	Positive: Fetch 10 pokemon characters and validate the schema	398	START	1603236840452	1603236840452
REQUEST	394		GET /api/v2/pokemon/	1603236840064	1603236840502	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	394	END	1603236840054	1603236840503
USER	Positive: Fetch 10 pokemon characters and validate the schema	399	START	1603236840552	1603236840552
REQUEST	395		GET /api/v2/pokemon/	1603236840164	1603236840615	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	395	END	1603236840153	1603236840615
USER	Positive: Fetch 10 pokemon characters and validate the schema	400	START	1603236840653	1603236840653
REQUEST	396		GET /api/v2/pokemon/	1603236840264	1603236840706	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	396	END	1603236840254	1603236840707
USER	Positive: Fetch 10 pokemon characters and validate the schema	401	START	1603236840754	1603236840754
REQUEST	397		GET /api/v2/pokemon/	1603236840363	1603236840805	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	397	END	1603236840355	1603236840806
USER	Positive: Fetch 10 pokemon characters and validate the schema	402	START	1603236840855	1603236840855
REQUEST	398		GET /api/v2/pokemon/	1603236840462	1603236840907	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	398	END	1603236840452	1603236840907
USER	Positive: Fetch 10 pokemon characters and validate the schema	403	START	1603236840955	1603236840955
REQUEST	399		GET /api/v2/pokemon/	1603236840561	1603236841003	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	399	END	1603236840552	1603236841003
USER	Positive: Fetch 10 pokemon characters and validate the schema	404	START	1603236841052	1603236841052
REQUEST	400		GET /api/v2/pokemon/	1603236840663	1603236841110	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	400	END	1603236840653	1603236841112
USER	Positive: Fetch 10 pokemon characters and validate the schema	405	START	1603236841153	1603236841153
REQUEST	401		GET /api/v2/pokemon/	1603236840767	1603236841214	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	401	END	1603236840754	1603236841214
USER	Positive: Fetch 10 pokemon characters and validate the schema	406	START	1603236841253	1603236841253
REQUEST	402		GET /api/v2/pokemon/	1603236840866	1603236841309	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	402	END	1603236840855	1603236841310
USER	Positive: Fetch 10 pokemon characters and validate the schema	407	START	1603236841353	1603236841353
REQUEST	403		GET /api/v2/pokemon/	1603236840966	1603236841405	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	403	END	1603236840955	1603236841405
USER	Positive: Fetch 10 pokemon characters and validate the schema	408	START	1603236841453	1603236841453
REQUEST	404		GET /api/v2/pokemon/	1603236841063	1603236841499	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	404	END	1603236841052	1603236841499
USER	Positive: Fetch 10 pokemon characters and validate the schema	409	START	1603236841555	1603236841555
REQUEST	405		GET /api/v2/pokemon/	1603236841166	1603236841607	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	405	END	1603236841153	1603236841608
USER	Positive: Fetch 10 pokemon characters and validate the schema	410	START	1603236841653	1603236841653
REQUEST	406		GET /api/v2/pokemon/	1603236841260	1603236841699	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	406	END	1603236841253	1603236841701
USER	Positive: Fetch 10 pokemon characters and validate the schema	411	START	1603236841753	1603236841753
REQUEST	407		GET /api/v2/pokemon/	1603236841363	1603236841807	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	407	END	1603236841353	1603236841807
USER	Positive: Fetch 10 pokemon characters and validate the schema	412	START	1603236841853	1603236841853
REQUEST	408		GET /api/v2/pokemon/	1603236841460	1603236841911	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	408	END	1603236841453	1603236841911
USER	Positive: Fetch 10 pokemon characters and validate the schema	413	START	1603236841953	1603236841953
REQUEST	409		GET /api/v2/pokemon/	1603236841565	1603236842005	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	409	END	1603236841555	1603236842005
USER	Positive: Fetch 10 pokemon characters and validate the schema	414	START	1603236842052	1603236842052
REQUEST	410		GET /api/v2/pokemon/	1603236841663	1603236842106	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	410	END	1603236841653	1603236842106
USER	Positive: Fetch 10 pokemon characters and validate the schema	415	START	1603236842153	1603236842153
REQUEST	411		GET /api/v2/pokemon/	1603236841763	1603236842203	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	411	END	1603236841753	1603236842204
USER	Positive: Fetch 10 pokemon characters and validate the schema	416	START	1603236842253	1603236842253
REQUEST	412		GET /api/v2/pokemon/	1603236841860	1603236842303	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	412	END	1603236841853	1603236842304
USER	Positive: Fetch 10 pokemon characters and validate the schema	417	START	1603236842355	1603236842355
REQUEST	413		GET /api/v2/pokemon/	1603236841965	1603236842405	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	413	END	1603236841953	1603236842406
USER	Positive: Fetch 10 pokemon characters and validate the schema	418	START	1603236842454	1603236842454
REQUEST	414		GET /api/v2/pokemon/	1603236842069	1603236842508	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	414	END	1603236842052	1603236842509
USER	Positive: Fetch 10 pokemon characters and validate the schema	419	START	1603236842554	1603236842554
REQUEST	415		GET /api/v2/pokemon/	1603236842165	1603236842613	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	415	END	1603236842153	1603236842613
USER	Positive: Fetch 10 pokemon characters and validate the schema	420	START	1603236842655	1603236842655
REQUEST	416		GET /api/v2/pokemon/	1603236842266	1603236842709	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	416	END	1603236842253	1603236842709
USER	Positive: Fetch 10 pokemon characters and validate the schema	421	START	1603236842754	1603236842754
REQUEST	417		GET /api/v2/pokemon/	1603236842365	1603236842811	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	417	END	1603236842355	1603236842811
USER	Positive: Fetch 10 pokemon characters and validate the schema	422	START	1603236842853	1603236842853
REQUEST	418		GET /api/v2/pokemon/	1603236842469	1603236842917	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	418	END	1603236842454	1603236842918
USER	Positive: Fetch 10 pokemon characters and validate the schema	423	START	1603236842954	1603236842954
REQUEST	419		GET /api/v2/pokemon/	1603236842566	1603236843006	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	419	END	1603236842554	1603236843006
USER	Positive: Fetch 10 pokemon characters and validate the schema	424	START	1603236843055	1603236843055
REQUEST	420		GET /api/v2/pokemon/	1603236842664	1603236843100	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	420	END	1603236842655	1603236843100
USER	Positive: Fetch 10 pokemon characters and validate the schema	425	START	1603236843153	1603236843153
REQUEST	421		GET /api/v2/pokemon/	1603236842763	1603236843198	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	421	END	1603236842754	1603236843198
USER	Positive: Fetch 10 pokemon characters and validate the schema	426	START	1603236843254	1603236843254
REQUEST	422		GET /api/v2/pokemon/	1603236842864	1603236843306	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	422	END	1603236842853	1603236843306
USER	Positive: Fetch 10 pokemon characters and validate the schema	427	START	1603236843353	1603236843353
REQUEST	423		GET /api/v2/pokemon/	1603236842964	1603236843409	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	423	END	1603236842954	1603236843409
USER	Positive: Fetch 10 pokemon characters and validate the schema	428	START	1603236843455	1603236843455
REQUEST	424		GET /api/v2/pokemon/	1603236843062	1603236843499	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	424	END	1603236843055	1603236843499
USER	Positive: Fetch 10 pokemon characters and validate the schema	429	START	1603236843555	1603236843555
REQUEST	425		GET /api/v2/pokemon/	1603236843160	1603236843606	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	425	END	1603236843153	1603236843606
USER	Positive: Fetch 10 pokemon characters and validate the schema	430	START	1603236843654	1603236843654
REQUEST	426		GET /api/v2/pokemon/	1603236843269	1603236843724	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	426	END	1603236843254	1603236843724
USER	Positive: Fetch 10 pokemon characters and validate the schema	431	START	1603236843753	1603236843753
REQUEST	427		GET /api/v2/pokemon/	1603236843363	1603236843805	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	427	END	1603236843353	1603236843805
USER	Positive: Fetch 10 pokemon characters and validate the schema	432	START	1603236843854	1603236843854
REQUEST	428		GET /api/v2/pokemon/	1603236843466	1603236843907	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	428	END	1603236843455	1603236843906
USER	Positive: Fetch 10 pokemon characters and validate the schema	433	START	1603236843954	1603236843954
REQUEST	429		GET /api/v2/pokemon/	1603236843568	1603236844008	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	429	END	1603236843555	1603236844010
USER	Positive: Fetch 10 pokemon characters and validate the schema	434	START	1603236844053	1603236844053
REQUEST	430		GET /api/v2/pokemon/	1603236843667	1603236844110	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	430	END	1603236843654	1603236844110
USER	Positive: Fetch 10 pokemon characters and validate the schema	435	START	1603236844152	1603236844152
REQUEST	431		GET /api/v2/pokemon/	1603236843763	1603236844202	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	431	END	1603236843753	1603236844202
USER	Positive: Fetch 10 pokemon characters and validate the schema	436	START	1603236844252	1603236844252
REQUEST	432		GET /api/v2/pokemon/	1603236843865	1603236844307	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	432	END	1603236843854	1603236844307
USER	Positive: Fetch 10 pokemon characters and validate the schema	437	START	1603236844354	1603236844354
REQUEST	433		GET /api/v2/pokemon/	1603236843969	1603236844422	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	433	END	1603236843954	1603236844422
USER	Positive: Fetch 10 pokemon characters and validate the schema	438	START	1603236844453	1603236844453
REQUEST	434		GET /api/v2/pokemon/	1603236844064	1603236844505	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	434	END	1603236844053	1603236844505
USER	Positive: Fetch 10 pokemon characters and validate the schema	439	START	1603236844554	1603236844554
REQUEST	435		GET /api/v2/pokemon/	1603236844164	1603236844609	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	435	END	1603236844152	1603236844609
USER	Positive: Fetch 10 pokemon characters and validate the schema	440	START	1603236844652	1603236844652
USER	Positive: Fetch 10 pokemon characters and validate the schema	441	START	1603236844754	1603236844754
REQUEST	436		GET /api/v2/pokemon/	1603236844265	1603236844768	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	436	END	1603236844252	1603236844767
REQUEST	437		GET /api/v2/pokemon/	1603236844383	1603236844841	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	437	END	1603236844354	1603236844840
USER	Positive: Fetch 10 pokemon characters and validate the schema	442	START	1603236844852	1603236844852
REQUEST	438		GET /api/v2/pokemon/	1603236844462	1603236844916	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	438	END	1603236844453	1603236844917
USER	Positive: Fetch 10 pokemon characters and validate the schema	443	START	1603236844953	1603236844953
REQUEST	439		GET /api/v2/pokemon/	1603236844566	1603236845019	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	439	END	1603236844554	1603236845018
USER	Positive: Fetch 10 pokemon characters and validate the schema	444	START	1603236845055	1603236845055
REQUEST	440		GET /api/v2/pokemon/	1603236844661	1603236845104	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	440	END	1603236844652	1603236845104
USER	Positive: Fetch 10 pokemon characters and validate the schema	445	START	1603236845154	1603236845154
REQUEST	441		GET /api/v2/pokemon/	1603236844769	1603236845222	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	441	END	1603236844754	1603236845228
USER	Positive: Fetch 10 pokemon characters and validate the schema	446	START	1603236845254	1603236845254
REQUEST	442		GET /api/v2/pokemon/	1603236844866	1603236845309	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	442	END	1603236844852	1603236845309
USER	Positive: Fetch 10 pokemon characters and validate the schema	447	START	1603236845352	1603236845352
REQUEST	443		GET /api/v2/pokemon/	1603236844968	1603236845414	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	443	END	1603236844953	1603236845416
USER	Positive: Fetch 10 pokemon characters and validate the schema	448	START	1603236845455	1603236845455
