RUN	NonFunctional.NFTDefinitionLayer.apiSimulation	apisimulation	1603236800562	 	3.0.2
REQUEST	110		GET /api/v2/pokemon/	1603236811668	1603236812108	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	110	END	1603236811653	1603236812111
USER	Positive: Fetch 10 pokemon characters and validate the schema	115	START	1603236812153	1603236812153
REQUEST	111		GET /api/v2/pokemon/	1603236811767	1603236812205	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	111	END	1603236811755	1603236812207
USER	Positive: Fetch 10 pokemon characters and validate the schema	116	START	1603236812253	1603236812253
REQUEST	112		GET /api/v2/pokemon/	1603236811867	1603236812307	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	112	END	1603236811854	1603236812308
USER	Positive: Fetch 10 pokemon characters and validate the schema	117	START	1603236812355	1603236812355
REQUEST	113		GET /api/v2/pokemon/	1603236811975	1603236812417	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	113	END	1603236811954	1603236812421
USER	Positive: Fetch 10 pokemon characters and validate the schema	118	START	1603236812455	1603236812455
REQUEST	114		GET /api/v2/pokemon/	1603236812066	1603236812506	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	114	END	1603236812055	1603236812507
USER	Positive: Fetch 10 pokemon characters and validate the schema	119	START	1603236812555	1603236812555
REQUEST	115		GET /api/v2/pokemon/	1603236812169	1603236812608	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	115	END	1603236812153	1603236812610
USER	Positive: Fetch 10 pokemon characters and validate the schema	120	START	1603236812653	1603236812653
REQUEST	116		GET /api/v2/pokemon/	1603236812270	1603236812710	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	116	END	1603236812253	1603236812711
USER	Positive: Fetch 10 pokemon characters and validate the schema	121	START	1603236812754	1603236812754
REQUEST	117		GET /api/v2/pokemon/	1603236812372	1603236812810	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	117	END	1603236812355	1603236812813
USER	Positive: Fetch 10 pokemon characters and validate the schema	122	START	1603236812855	1603236812855
REQUEST	118		GET /api/v2/pokemon/	1603236812466	1603236812914	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	118	END	1603236812455	1603236812916
USER	Positive: Fetch 10 pokemon characters and validate the schema	123	START	1603236812953	1603236812953
REQUEST	119		GET /api/v2/pokemon/	1603236812565	1603236813003	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	119	END	1603236812555	1603236813006
USER	Positive: Fetch 10 pokemon characters and validate the schema	124	START	1603236813053	1603236813053
REQUEST	120		GET /api/v2/pokemon/	1603236812670	1603236813114	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	120	END	1603236812653	1603236813115
USER	Positive: Fetch 10 pokemon characters and validate the schema	125	START	1603236813155	1603236813155
REQUEST	121		GET /api/v2/pokemon/	1603236812763	1603236813205	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	121	END	1603236812754	1603236813208
USER	Positive: Fetch 10 pokemon characters and validate the schema	126	START	1603236813253	1603236813253
REQUEST	122		GET /api/v2/pokemon/	1603236812871	1603236813327	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	122	END	1603236812855	1603236813330
USER	Positive: Fetch 10 pokemon characters and validate the schema	127	START	1603236813355	1603236813355
REQUEST	123		GET /api/v2/pokemon/	1603236812968	1603236813404	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	123	END	1603236812953	1603236813405
USER	Positive: Fetch 10 pokemon characters and validate the schema	128	START	1603236813454	1603236813454
REQUEST	124		GET /api/v2/pokemon/	1603236813071	1603236813509	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	124	END	1603236813053	1603236813511
USER	Positive: Fetch 10 pokemon characters and validate the schema	129	START	1603236813555	1603236813555
REQUEST	125		GET /api/v2/pokemon/	1603236813169	1603236813608	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	125	END	1603236813155	1603236813610
USER	Positive: Fetch 10 pokemon characters and validate the schema	130	START	1603236813652	1603236813652
REQUEST	126		GET /api/v2/pokemon/	1603236813269	1603236813713	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	126	END	1603236813253	1603236813715
USER	Positive: Fetch 10 pokemon characters and validate the schema	131	START	1603236813755	1603236813755
REQUEST	127		GET /api/v2/pokemon/	1603236813379	1603236813817	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	127	END	1603236813355	1603236813819
USER	Positive: Fetch 10 pokemon characters and validate the schema	132	START	1603236813855	1603236813855
REQUEST	128		GET /api/v2/pokemon/	1603236813471	1603236813915	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	128	END	1603236813454	1603236813917
USER	Positive: Fetch 10 pokemon characters and validate the schema	133	START	1603236813952	1603236813952
REQUEST	129		GET /api/v2/pokemon/	1603236813575	1603236814018	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	129	END	1603236813555	1603236814025
USER	Positive: Fetch 10 pokemon characters and validate the schema	134	START	1603236814052	1603236814052
REQUEST	130		GET /api/v2/pokemon/	1603236813663	1603236814099	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	130	END	1603236813652	1603236814101
USER	Positive: Fetch 10 pokemon characters and validate the schema	135	START	1603236814154	1603236814154
REQUEST	131		GET /api/v2/pokemon/	1603236813777	1603236814224	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	131	END	1603236813755	1603236814229
USER	Positive: Fetch 10 pokemon characters and validate the schema	136	START	1603236814256	1603236814256
REQUEST	132		GET /api/v2/pokemon/	1603236813864	1603236814311	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	132	END	1603236813855	1603236814314
USER	Positive: Fetch 10 pokemon characters and validate the schema	137	START	1603236814354	1603236814354
REQUEST	133		GET /api/v2/pokemon/	1603236813974	1603236814416	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	133	END	1603236813952	1603236814417
USER	Positive: Fetch 10 pokemon characters and validate the schema	138	START	1603236814454	1603236814454
REQUEST	134		GET /api/v2/pokemon/	1603236814062	1603236814502	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	134	END	1603236814052	1603236814505
USER	Positive: Fetch 10 pokemon characters and validate the schema	139	START	1603236814554	1603236814554
REQUEST	135		GET /api/v2/pokemon/	1603236814170	1603236814607	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	135	END	1603236814154	1603236814609
USER	Positive: Fetch 10 pokemon characters and validate the schema	140	START	1603236814653	1603236814653
REQUEST	136		GET /api/v2/pokemon/	1603236814268	1603236814705	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	136	END	1603236814256	1603236814707
USER	Positive: Fetch 10 pokemon characters and validate the schema	141	START	1603236814754	1603236814754
REQUEST	137		GET /api/v2/pokemon/	1603236814365	1603236814809	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	137	END	1603236814354	1603236814811
USER	Positive: Fetch 10 pokemon characters and validate the schema	142	START	1603236814853	1603236814853
REQUEST	138		GET /api/v2/pokemon/	1603236814472	1603236814918	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	138	END	1603236814454	1603236814921
USER	Positive: Fetch 10 pokemon characters and validate the schema	143	START	1603236814956	1603236814956
REQUEST	139		GET /api/v2/pokemon/	1603236814571	1603236815014	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	139	END	1603236814554	1603236815017
USER	Positive: Fetch 10 pokemon characters and validate the schema	144	START	1603236815055	1603236815055
REQUEST	140		GET /api/v2/pokemon/	1603236814672	1603236815114	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	140	END	1603236814653	1603236815116
USER	Positive: Fetch 10 pokemon characters and validate the schema	145	START	1603236815154	1603236815154
REQUEST	141		GET /api/v2/pokemon/	1603236814766	1603236815218	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	141	END	1603236814754	1603236815220
USER	Positive: Fetch 10 pokemon characters and validate the schema	146	START	1603236815254	1603236815254
REQUEST	142		GET /api/v2/pokemon/	1603236814870	1603236815311	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	142	END	1603236814853	1603236815312
USER	Positive: Fetch 10 pokemon characters and validate the schema	147	START	1603236815354	1603236815354
REQUEST	143		GET /api/v2/pokemon/	1603236814975	1603236815422	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	143	END	1603236814956	1603236815424
USER	Positive: Fetch 10 pokemon characters and validate the schema	148	START	1603236815453	1603236815453
USER	Positive: Fetch 10 pokemon characters and validate the schema	149	START	1603236815554	1603236815554
REQUEST	144		GET /api/v2/pokemon/	1603236815071	1603236815558	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	144	END	1603236815055	1603236815559
REQUEST	145		GET /api/v2/pokemon/	1603236815174	1603236815631	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	145	END	1603236815154	1603236815634
USER	Positive: Fetch 10 pokemon characters and validate the schema	150	START	1603236815656	1603236815656
REQUEST	146		GET /api/v2/pokemon/	1603236815268	1603236815720	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	146	END	1603236815254	1603236815722
USER	Positive: Fetch 10 pokemon characters and validate the schema	151	START	1603236815755	1603236815755
USER	Positive: Fetch 10 pokemon characters and validate the schema	152	START	1603236815855	1603236815855
REQUEST	147		GET /api/v2/pokemon/	1603236815365	1603236815862	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	147	END	1603236815354	1603236815863
USER	Positive: Fetch 10 pokemon characters and validate the schema	153	START	1603236815955	1603236815955
REQUEST	148		GET /api/v2/pokemon/	1603236815470	1603236815969	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	148	END	1603236815453	1603236815970
REQUEST	149		GET /api/v2/pokemon/	1603236815566	1603236816013	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	149	END	1603236815554	1603236816015
USER	Positive: Fetch 10 pokemon characters and validate the schema	154	START	1603236816053	1603236816053
REQUEST	150		GET /api/v2/pokemon/	1603236815676	1603236816125	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	150	END	1603236815656	1603236816127
USER	Positive: Fetch 10 pokemon characters and validate the schema	155	START	1603236816155	1603236816155
REQUEST	151		GET /api/v2/pokemon/	1603236815765	1603236816214	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	151	END	1603236815755	1603236816217
USER	Positive: Fetch 10 pokemon characters and validate the schema	156	START	1603236816255	1603236816255
REQUEST	152		GET /api/v2/pokemon/	1603236815869	1603236816313	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	152	END	1603236815855	1603236816316
USER	Positive: Fetch 10 pokemon characters and validate the schema	157	START	1603236816355	1603236816355
REQUEST	153		GET /api/v2/pokemon/	1603236815963	1603236816408	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	153	END	1603236815955	1603236816410
USER	Positive: Fetch 10 pokemon characters and validate the schema	158	START	1603236816454	1603236816454
REQUEST	154		GET /api/v2/pokemon/	1603236816065	1603236816513	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	154	END	1603236816053	1603236816521
USER	Positive: Fetch 10 pokemon characters and validate the schema	159	START	1603236816553	1603236816553
REQUEST	155		GET /api/v2/pokemon/	1603236816173	1603236816617	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	155	END	1603236816155	1603236816619
USER	Positive: Fetch 10 pokemon characters and validate the schema	160	START	1603236816653	1603236816653
REQUEST	156		GET /api/v2/pokemon/	1603236816272	1603236816725	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	156	END	1603236816255	1603236816732
USER	Positive: Fetch 10 pokemon characters and validate the schema	161	START	1603236816753	1603236816753
REQUEST	157		GET /api/v2/pokemon/	1603236816376	1603236816828	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	157	END	1603236816355	1603236816830
USER	Positive: Fetch 10 pokemon characters and validate the schema	162	START	1603236816852	1603236816852
REQUEST	158		GET /api/v2/pokemon/	1603236816467	1603236816918	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	158	END	1603236816454	1603236816924
USER	Positive: Fetch 10 pokemon characters and validate the schema	163	START	1603236816953	1603236816953
REQUEST	159		GET /api/v2/pokemon/	1603236816584	1603236817036	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	159	END	1603236816553	1603236817039
USER	Positive: Fetch 10 pokemon characters and validate the schema	164	START	1603236817052	1603236817052
REQUEST	160		GET /api/v2/pokemon/	1603236816672	1603236817115	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	160	END	1603236816653	1603236817119
USER	Positive: Fetch 10 pokemon characters and validate the schema	165	START	1603236817152	1603236817152
REQUEST	161		GET /api/v2/pokemon/	1603236816786	1603236817231	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	161	END	1603236816753	1603236817233
USER	Positive: Fetch 10 pokemon characters and validate the schema	166	START	1603236817255	1603236817255
REQUEST	162		GET /api/v2/pokemon/	1603236816871	1603236817313	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	162	END	1603236816852	1603236817316
USER	Positive: Fetch 10 pokemon characters and validate the schema	167	START	1603236817354	1603236817354
REQUEST	163		GET /api/v2/pokemon/	1603236816979	1603236817418	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	163	END	1603236816953	1603236817421
USER	Positive: Fetch 10 pokemon characters and validate the schema	168	START	1603236817453	1603236817453
REQUEST	164		GET /api/v2/pokemon/	1603236817071	1603236817523	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	164	END	1603236817052	1603236817524
USER	Positive: Fetch 10 pokemon characters and validate the schema	169	START	1603236817554	1603236817554
REQUEST	165		GET /api/v2/pokemon/	1603236817175	1603236817620	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	165	END	1603236817152	1603236817624
USER	Positive: Fetch 10 pokemon characters and validate the schema	170	START	1603236817653	1603236817653
REQUEST	166		GET /api/v2/pokemon/	1603236817266	1603236817706	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	166	END	1603236817255	1603236817708
USER	Positive: Fetch 10 pokemon characters and validate the schema	171	START	1603236817755	1603236817755
REQUEST	167		GET /api/v2/pokemon/	1603236817375	1603236817824	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	167	END	1603236817354	1603236817826
USER	Positive: Fetch 10 pokemon characters and validate the schema	172	START	1603236817853	1603236817853
REQUEST	168		GET /api/v2/pokemon/	1603236817469	1603236817905	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	168	END	1603236817453	1603236817906
USER	Positive: Fetch 10 pokemon characters and validate the schema	173	START	1603236817953	1603236817953
REQUEST	169		GET /api/v2/pokemon/	1603236817565	1603236818013	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	169	END	1603236817554	1603236818015
USER	Positive: Fetch 10 pokemon characters and validate the schema	174	START	1603236818054	1603236818054
REQUEST	170		GET /api/v2/pokemon/	1603236817668	1603236818113	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	170	END	1603236817653	1603236818116
USER	Positive: Fetch 10 pokemon characters and validate the schema	175	START	1603236818155	1603236818155
REQUEST	171		GET /api/v2/pokemon/	1603236817763	1603236818206	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	171	END	1603236817755	1603236818208
USER	Positive: Fetch 10 pokemon characters and validate the schema	176	START	1603236818255	1603236818255
REQUEST	172		GET /api/v2/pokemon/	1603236817869	1603236818313	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	172	END	1603236817853	1603236818315
USER	Positive: Fetch 10 pokemon characters and validate the schema	177	START	1603236818354	1603236818354
REQUEST	173		GET /api/v2/pokemon/	1603236817961	1603236818400	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	173	END	1603236817953	1603236818403
USER	Positive: Fetch 10 pokemon characters and validate the schema	178	START	1603236818453	1603236818453
USER	Positive: Fetch 10 pokemon characters and validate the schema	179	START	1603236818555	1603236818555
REQUEST	174		GET /api/v2/pokemon/	1603236818067	1603236818568	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	174	END	1603236818054	1603236818570
REQUEST	175		GET /api/v2/pokemon/	1603236818169	1603236818611	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	175	END	1603236818155	1603236818613
USER	Positive: Fetch 10 pokemon characters and validate the schema	180	START	1603236818654	1603236818654
REQUEST	176		GET /api/v2/pokemon/	1603236818269	1603236818718	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	176	END	1603236818255	1603236818720
USER	Positive: Fetch 10 pokemon characters and validate the schema	181	START	1603236818753	1603236818753
USER	Positive: Fetch 10 pokemon characters and validate the schema	182	START	1603236818853	1603236818853
REQUEST	178		GET /api/v2/pokemon/	1603236818467	1603236818909	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	178	END	1603236818453	1603236818911
REQUEST	177		GET /api/v2/pokemon/	1603236818372	1603236818925	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	177	END	1603236818354	1603236818926
USER	Positive: Fetch 10 pokemon characters and validate the schema	183	START	1603236818954	1603236818954
REQUEST	179		GET /api/v2/pokemon/	1603236818572	1603236819014	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	179	END	1603236818555	1603236819016
USER	Positive: Fetch 10 pokemon characters and validate the schema	184	START	1603236819053	1603236819053
REQUEST	180		GET /api/v2/pokemon/	1603236818668	1603236819110	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	180	END	1603236818654	1603236819112
USER	Positive: Fetch 10 pokemon characters and validate the schema	185	START	1603236819153	1603236819153
REQUEST	181		GET /api/v2/pokemon/	1603236818770	1603236819213	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	181	END	1603236818753	1603236819218
USER	Positive: Fetch 10 pokemon characters and validate the schema	186	START	1603236819254	1603236819254
USER	Positive: Fetch 10 pokemon characters and validate the schema	187	START	1603236819355	1603236819355
REQUEST	182		GET /api/v2/pokemon/	1603236818863	1603236819371	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	182	END	1603236818853	1603236819373
REQUEST	183		GET /api/v2/pokemon/	1603236818972	1603236819417	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	183	END	1603236818954	1603236819420
USER	Positive: Fetch 10 pokemon characters and validate the schema	188	START	1603236819454	1603236819454
REQUEST	184		GET /api/v2/pokemon/	1603236819065	1603236819522	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	184	END	1603236819053	1603236819525
USER	Positive: Fetch 10 pokemon characters and validate the schema	189	START	1603236819555	1603236819555
USER	Positive: Fetch 10 pokemon characters and validate the schema	190	START	1603236819655	1603236819655
REQUEST	185		GET /api/v2/pokemon/	1603236819173	1603236819679	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	185	END	1603236819153	1603236819682
REQUEST	186		GET /api/v2/pokemon/	1603236819267	1603236819723	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	186	END	1603236819254	1603236819724
USER	Positive: Fetch 10 pokemon characters and validate the schema	191	START	1603236819755	1603236819755
REQUEST	187		GET /api/v2/pokemon/	1603236819368	1603236819811	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	187	END	1603236819355	1603236819813
USER	Positive: Fetch 10 pokemon characters and validate the schema	192	START	1603236819853	1603236819853
REQUEST	188		GET /api/v2/pokemon/	1603236819467	1603236819911	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	188	END	1603236819454	1603236819914
USER	Positive: Fetch 10 pokemon characters and validate the schema	193	START	1603236819954	1603236819954
REQUEST	189		GET /api/v2/pokemon/	1603236819571	1603236820020	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	189	END	1603236819555	1603236820021
USER	Positive: Fetch 10 pokemon characters and validate the schema	194	START	1603236820054	1603236820054
REQUEST	190		GET /api/v2/pokemon/	1603236819675	1603236820121	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	190	END	1603236819655	1603236820125
USER	Positive: Fetch 10 pokemon characters and validate the schema	195	START	1603236820153	1603236820153
REQUEST	191		GET /api/v2/pokemon/	1603236819767	1603236820210	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	191	END	1603236819755	1603236820213
USER	Positive: Fetch 10 pokemon characters and validate the schema	196	START	1603236820255	1603236820255
REQUEST	192		GET /api/v2/pokemon/	1603236819865	1603236820306	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	192	END	1603236819853	1603236820310
USER	Positive: Fetch 10 pokemon characters and validate the schema	197	START	1603236820354	1603236820354
REQUEST	193		GET /api/v2/pokemon/	1603236819970	1603236820412	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	193	END	1603236819954	1603236820415
USER	Positive: Fetch 10 pokemon characters and validate the schema	198	START	1603236820453	1603236820453
REQUEST	194		GET /api/v2/pokemon/	1603236820069	1603236820511	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	194	END	1603236820054	1603236820515
USER	Positive: Fetch 10 pokemon characters and validate the schema	199	START	1603236820555	1603236820555
REQUEST	195		GET /api/v2/pokemon/	1603236820165	1603236820625	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	195	END	1603236820153	1603236820628
USER	Positive: Fetch 10 pokemon characters and validate the schema	200	START	1603236820653	1603236820653
REQUEST	196		GET /api/v2/pokemon/	1603236820273	1603236820723	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	196	END	1603236820255	1603236820725
USER	Positive: Fetch 10 pokemon characters and validate the schema	201	START	1603236820753	1603236820753
REQUEST	197		GET /api/v2/pokemon/	1603236820367	1603236820816	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	197	END	1603236820354	1603236820817
USER	Positive: Fetch 10 pokemon characters and validate the schema	202	START	1603236820855	1603236820855
REQUEST	198		GET /api/v2/pokemon/	1603236820467	1603236820939	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	198	END	1603236820453	1603236820943
USER	Positive: Fetch 10 pokemon characters and validate the schema	203	START	1603236820953	1603236820953
REQUEST	199		GET /api/v2/pokemon/	1603236820571	1603236821026	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	199	END	1603236820555	1603236821027
USER	Positive: Fetch 10 pokemon characters and validate the schema	204	START	1603236821055	1603236821055
REQUEST	200		GET /api/v2/pokemon/	1603236820666	1603236821106	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	200	END	1603236820653	1603236821108
USER	Positive: Fetch 10 pokemon characters and validate the schema	205	START	1603236821154	1603236821154
REQUEST	201		GET /api/v2/pokemon/	1603236820775	1603236821232	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	201	END	1603236820753	1603236821233
USER	Positive: Fetch 10 pokemon characters and validate the schema	206	START	1603236821254	1603236821254
REQUEST	202		GET /api/v2/pokemon/	1603236820864	1603236821328	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	202	END	1603236820855	1603236821330
USER	Positive: Fetch 10 pokemon characters and validate the schema	207	START	1603236821354	1603236821354
REQUEST	203		GET /api/v2/pokemon/	1603236820973	1603236821446	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	203	END	1603236820953	1603236821449
USER	Positive: Fetch 10 pokemon characters and validate the schema	208	START	1603236821453	1603236821453
USER	Positive: Fetch 10 pokemon characters and validate the schema	209	START	1603236821553	1603236821553
REQUEST	204		GET /api/v2/pokemon/	1603236821066	1603236821599	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	204	END	1603236821055	1603236821600
REQUEST	205		GET /api/v2/pokemon/	1603236821177	1603236821638	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	205	END	1603236821154	1603236821641
USER	Positive: Fetch 10 pokemon characters and validate the schema	210	START	1603236821653	1603236821653
REQUEST	206		GET /api/v2/pokemon/	1603236821270	1603236821750	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	206	END	1603236821254	1603236821751
USER	Positive: Fetch 10 pokemon characters and validate the schema	211	START	1603236821753	1603236821753
USER	Positive: Fetch 10 pokemon characters and validate the schema	212	START	1603236821855	1603236821855
REQUEST	207		GET /api/v2/pokemon/	1603236821383	1603236821884	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	207	END	1603236821354	1603236821886
REQUEST	208		GET /api/v2/pokemon/	1603236821462	1603236821905	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	208	END	1603236821453	1603236821907
USER	Positive: Fetch 10 pokemon characters and validate the schema	213	START	1603236821954	1603236821954
USER	Positive: Fetch 10 pokemon characters and validate the schema	214	START	1603236822055	1603236822055
REQUEST	209		GET /api/v2/pokemon/	1603236821568	1603236822063	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	209	END	1603236821553	1603236822064
REQUEST	210		GET /api/v2/pokemon/	1603236821663	1603236822106	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	210	END	1603236821653	1603236822106
USER	Positive: Fetch 10 pokemon characters and validate the schema	215	START	1603236822155	1603236822155
REQUEST	211		GET /api/v2/pokemon/	1603236821760	1603236822197	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	211	END	1603236821753	1603236822200
USER	Positive: Fetch 10 pokemon characters and validate the schema	216	START	1603236822254	1603236822254
REQUEST	212		GET /api/v2/pokemon/	1603236821869	1603236822314	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	212	END	1603236821855	1603236822316
USER	Positive: Fetch 10 pokemon characters and validate the schema	217	START	1603236822353	1603236822353
REQUEST	213		GET /api/v2/pokemon/	1603236821967	1603236822411	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	213	END	1603236821954	1603236822414
USER	Positive: Fetch 10 pokemon characters and validate the schema	218	START	1603236822453	1603236822453
REQUEST	214		GET /api/v2/pokemon/	1603236822067	1603236822507	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	214	END	1603236822055	1603236822508
USER	Positive: Fetch 10 pokemon characters and validate the schema	219	START	1603236822552	1603236822552
REQUEST	215		GET /api/v2/pokemon/	1603236822169	1603236822613	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	215	END	1603236822155	1603236822616
USER	Positive: Fetch 10 pokemon characters and validate the schema	220	START	1603236822653	1603236822653
REQUEST	216		GET /api/v2/pokemon/	1603236822265	1603236822704	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	216	END	1603236822254	1603236822704
USER	Positive: Fetch 10 pokemon characters and validate the schema	221	START	1603236822753	1603236822753
REQUEST	217		GET /api/v2/pokemon/	1603236822366	1603236822806	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	217	END	1603236822353	1603236822808
USER	Positive: Fetch 10 pokemon characters and validate the schema	222	START	1603236822853	1603236822853
REQUEST	218		GET /api/v2/pokemon/	1603236822463	1603236822906	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	218	END	1603236822453	1603236822908
USER	Positive: Fetch 10 pokemon characters and validate the schema	223	START	1603236822955	1603236822955
REQUEST	219		GET /api/v2/pokemon/	1603236822561	1603236823004	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	219	END	1603236822552	1603236823005
USER	Positive: Fetch 10 pokemon characters and validate the schema	224	START	1603236823053	1603236823053
REQUEST	220		GET /api/v2/pokemon/	1603236822662	1603236823105	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	220	END	1603236822653	1603236823107
USER	Positive: Fetch 10 pokemon characters and validate the schema	225	START	1603236823154	1603236823154
REQUEST	221		GET /api/v2/pokemon/	1603236822763	1603236823207	OK	 
