RUN	NonFunctional.NFTDefinitionLayer.apiSimulation	apisimulation	1604625681696	 	3.0.2
USER	Positive: Fetch 10 pokemon characters and validate the schema	222	START	1604625703987	1604625703987
REQUEST	221		GET /api/v2/pokemon/	1604625703899	1604625703995	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	221	END	1604625703887	1604625703996
USER	Positive: Fetch 10 pokemon characters and validate the schema	223	START	1604625704086	1604625704086
REQUEST	222		GET /api/v2/pokemon/	1604625704000	1604625704098	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	222	END	1604625703987	1604625704099
USER	Positive: Fetch 10 pokemon characters and validate the schema	224	START	1604625704187	1604625704187
REQUEST	223		GET /api/v2/pokemon/	1604625704097	1604625704200	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	223	END	1604625704086	1604625704201
USER	Positive: Fetch 10 pokemon characters and validate the schema	225	START	1604625704287	1604625704287
REQUEST	224		GET /api/v2/pokemon/	1604625704197	1604625704302	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	224	END	1604625704187	1604625704302
USER	Positive: Fetch 10 pokemon characters and validate the schema	226	START	1604625704387	1604625704387
REQUEST	225		GET /api/v2/pokemon/	1604625704298	1604625704407	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	225	END	1604625704287	1604625704408
REQUEST	226		GET /api/v2/pokemon/	1604625704397	1604625704488	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	226	END	1604625704387	1604625704488
USER	Positive: Fetch 10 pokemon characters and validate the schema	227	START	1604625704487	1604625704487
USER	Positive: Fetch 10 pokemon characters and validate the schema	228	START	1604625704586	1604625704586
REQUEST	227		GET /api/v2/pokemon/	1604625704497	1604625704598	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	227	END	1604625704487	1604625704599
USER	Positive: Fetch 10 pokemon characters and validate the schema	229	START	1604625704688	1604625704688
REQUEST	228		GET /api/v2/pokemon/	1604625704597	1604625704697	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	228	END	1604625704586	1604625704702
USER	Positive: Fetch 10 pokemon characters and validate the schema	230	START	1604625704786	1604625704786
REQUEST	229		GET /api/v2/pokemon/	1604625704699	1604625704788	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	229	END	1604625704688	1604625704788
USER	Positive: Fetch 10 pokemon characters and validate the schema	231	START	1604625704886	1604625704886
REQUEST	230		GET /api/v2/pokemon/	1604625704798	1604625704896	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	230	END	1604625704786	1604625704896
USER	Positive: Fetch 10 pokemon characters and validate the schema	232	START	1604625704986	1604625704986
REQUEST	231		GET /api/v2/pokemon/	1604625704897	1604625704991	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	231	END	1604625704886	1604625704991
USER	Positive: Fetch 10 pokemon characters and validate the schema	233	START	1604625705087	1604625705087
REQUEST	232		GET /api/v2/pokemon/	1604625704997	1604625705091	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	232	END	1604625704986	1604625705091
USER	Positive: Fetch 10 pokemon characters and validate the schema	234	START	1604625705186	1604625705186
REQUEST	233		GET /api/v2/pokemon/	1604625705098	1604625705189	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	233	END	1604625705087	1604625705190
USER	Positive: Fetch 10 pokemon characters and validate the schema	235	START	1604625705286	1604625705286
REQUEST	234		GET /api/v2/pokemon/	1604625705200	1604625705297	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	234	END	1604625705186	1604625705298
USER	Positive: Fetch 10 pokemon characters and validate the schema	236	START	1604625705387	1604625705387
REQUEST	235		GET /api/v2/pokemon/	1604625705297	1604625705404	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	235	END	1604625705286	1604625705405
USER	Positive: Fetch 10 pokemon characters and validate the schema	237	START	1604625705486	1604625705486
REQUEST	236		GET /api/v2/pokemon/	1604625705397	1604625705492	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	236	END	1604625705387	1604625705492
USER	Positive: Fetch 10 pokemon characters and validate the schema	238	START	1604625705586	1604625705586
REQUEST	237		GET /api/v2/pokemon/	1604625705499	1604625705600	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	237	END	1604625705486	1604625705600
USER	Positive: Fetch 10 pokemon characters and validate the schema	239	START	1604625705686	1604625705686
REQUEST	238		GET /api/v2/pokemon/	1604625705598	1604625705702	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	238	END	1604625705586	1604625705702
REQUEST	239		GET /api/v2/pokemon/	1604625705699	1604625705787	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	239	END	1604625705686	1604625705788
USER	Positive: Fetch 10 pokemon characters and validate the schema	240	START	1604625705786	1604625705786
USER	Positive: Fetch 10 pokemon characters and validate the schema	241	START	1604625705887	1604625705887
REQUEST	240		GET /api/v2/pokemon/	1604625705797	1604625705904	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	240	END	1604625705786	1604625705910
USER	Positive: Fetch 10 pokemon characters and validate the schema	242	START	1604625705987	1604625705987
REQUEST	241		GET /api/v2/pokemon/	1604625705901	1604625706002	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	241	END	1604625705887	1604625706002
USER	Positive: Fetch 10 pokemon characters and validate the schema	243	START	1604625706087	1604625706087
REQUEST	242		GET /api/v2/pokemon/	1604625705998	1604625706094	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	242	END	1604625705987	1604625706096
USER	Positive: Fetch 10 pokemon characters and validate the schema	244	START	1604625706188	1604625706188
REQUEST	243		GET /api/v2/pokemon/	1604625706104	1604625706204	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	243	END	1604625706087	1604625706205
USER	Positive: Fetch 10 pokemon characters and validate the schema	245	START	1604625706287	1604625706287
REQUEST	244		GET /api/v2/pokemon/	1604625706202	1604625706295	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	244	END	1604625706188	1604625706296
USER	Positive: Fetch 10 pokemon characters and validate the schema	246	START	1604625706388	1604625706388
REQUEST	245		GET /api/v2/pokemon/	1604625706307	1604625706443	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	245	END	1604625706287	1604625706444
USER	Positive: Fetch 10 pokemon characters and validate the schema	247	START	1604625706486	1604625706486
REQUEST	246		GET /api/v2/pokemon/	1604625706397	1604625706511	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	246	END	1604625706388	1604625706513
USER	Positive: Fetch 10 pokemon characters and validate the schema	248	START	1604625706588	1604625706588
REQUEST	247		GET /api/v2/pokemon/	1604625706501	1604625706607	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	247	END	1604625706486	1604625706608
USER	Positive: Fetch 10 pokemon characters and validate the schema	249	START	1604625706686	1604625706686
REQUEST	248		GET /api/v2/pokemon/	1604625706603	1604625706692	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	248	END	1604625706588	1604625706692
USER	Positive: Fetch 10 pokemon characters and validate the schema	250	START	1604625706786	1604625706786
REQUEST	249		GET /api/v2/pokemon/	1604625706698	1604625706795	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	249	END	1604625706686	1604625706795
USER	Positive: Fetch 10 pokemon characters and validate the schema	251	START	1604625706887	1604625706887
REQUEST	250		GET /api/v2/pokemon/	1604625706802	1604625706905	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	250	END	1604625706786	1604625706905
USER	Positive: Fetch 10 pokemon characters and validate the schema	252	START	1604625706989	1604625706989
USER	Positive: Fetch 10 pokemon characters and validate the schema	253	START	1604625707086	1604625707086
REQUEST	252		GET /api/v2/pokemon/	1604625707003	1604625707103	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	252	END	1604625706989	1604625707103
USER	Positive: Fetch 10 pokemon characters and validate the schema	254	START	1604625707191	1604625707191
REQUEST	253		GET /api/v2/pokemon/	1604625707100	1604625707196	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	253	END	1604625707086	1604625707198
USER	Positive: Fetch 10 pokemon characters and validate the schema	255	START	1604625707286	1604625707286
REQUEST	254		GET /api/v2/pokemon/	1604625707206	1604625707308	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	254	END	1604625707191	1604625707308
USER	Positive: Fetch 10 pokemon characters and validate the schema	256	START	1604625707386	1604625707386
REQUEST	255		GET /api/v2/pokemon/	1604625707305	1604625707415	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	255	END	1604625707286	1604625707418
USER	Positive: Fetch 10 pokemon characters and validate the schema	257	START	1604625707486	1604625707486
REQUEST	256		GET /api/v2/pokemon/	1604625707423	1604625707546	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	256	END	1604625707386	1604625707547
USER	Positive: Fetch 10 pokemon characters and validate the schema	258	START	1604625707587	1604625707587
REQUEST	257		GET /api/v2/pokemon/	1604625707497	1604625707596	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	257	END	1604625707486	1604625707596
USER	Positive: Fetch 10 pokemon characters and validate the schema	259	START	1604625707686	1604625707686
REQUEST	258		GET /api/v2/pokemon/	1604625707598	1604625707715	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	258	END	1604625707587	1604625707716
USER	Positive: Fetch 10 pokemon characters and validate the schema	260	START	1604625707787	1604625707787
REQUEST	259		GET /api/v2/pokemon/	1604625707702	1604625707802	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	259	END	1604625707686	1604625707804
REQUEST	260		GET /api/v2/pokemon/	1604625707796	1604625707887	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	260	END	1604625707787	1604625707887
USER	Positive: Fetch 10 pokemon characters and validate the schema	261	START	1604625707886	1604625707886
USER	Positive: Fetch 10 pokemon characters and validate the schema	262	START	1604625707986	1604625707986
REQUEST	261		GET /api/v2/pokemon/	1604625707894	1604625708024	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	261	END	1604625707886	1604625708023
REQUEST	251		GET /api/v2/pokemon/	1604625706897	1604625708074	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	251	END	1604625706887	1604625708074
USER	Positive: Fetch 10 pokemon characters and validate the schema	263	START	1604625708087	1604625708087
REQUEST	262		GET /api/v2/pokemon/	1604625707994	1604625708103	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	262	END	1604625707986	1604625708102
USER	Positive: Fetch 10 pokemon characters and validate the schema	264	START	1604625708186	1604625708186
REQUEST	263		GET /api/v2/pokemon/	1604625708098	1604625708244	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	263	END	1604625708087	1604625708244
USER	Positive: Fetch 10 pokemon characters and validate the schema	265	START	1604625708289	1604625708289
REQUEST	264		GET /api/v2/pokemon/	1604625708197	1604625708301	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	264	END	1604625708186	1604625708301
USER	Positive: Fetch 10 pokemon characters and validate the schema	266	START	1604625708386	1604625708386
REQUEST	265		GET /api/v2/pokemon/	1604625708303	1604625708390	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	265	END	1604625708289	1604625708398
USER	Positive: Fetch 10 pokemon characters and validate the schema	267	START	1604625708486	1604625708486
REQUEST	266		GET /api/v2/pokemon/	1604625708399	1604625708492	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	266	END	1604625708386	1604625708493
USER	Positive: Fetch 10 pokemon characters and validate the schema	268	START	1604625708586	1604625708586
REQUEST	267		GET /api/v2/pokemon/	1604625708500	1604625708603	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	267	END	1604625708486	1604625708603
USER	Positive: Fetch 10 pokemon characters and validate the schema	269	START	1604625708688	1604625708688
REQUEST	268		GET /api/v2/pokemon/	1604625708594	1604625708751	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	268	END	1604625708586	1604625708752
USER	Positive: Fetch 10 pokemon characters and validate the schema	270	START	1604625708785	1604625708785
REQUEST	269		GET /api/v2/pokemon/	1604625708703	1604625708854	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	269	END	1604625708688	1604625708855
USER	Positive: Fetch 10 pokemon characters and validate the schema	271	START	1604625708887	1604625708887
REQUEST	270		GET /api/v2/pokemon/	1604625708796	1604625708922	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	270	END	1604625708785	1604625708922
USER	Positive: Fetch 10 pokemon characters and validate the schema	272	START	1604625708986	1604625708986
REQUEST	271		GET /api/v2/pokemon/	1604625708895	1604625708993	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	271	END	1604625708887	1604625708994
USER	Positive: Fetch 10 pokemon characters and validate the schema	273	START	1604625709087	1604625709087
REQUEST	272		GET /api/v2/pokemon/	1604625708998	1604625709101	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	272	END	1604625708986	1604625709104
USER	Positive: Fetch 10 pokemon characters and validate the schema	274	START	1604625709186	1604625709186
REQUEST	273		GET /api/v2/pokemon/	1604625709097	1604625709196	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	273	END	1604625709087	1604625709196
USER	Positive: Fetch 10 pokemon characters and validate the schema	275	START	1604625709287	1604625709287
REQUEST	274		GET /api/v2/pokemon/	1604625709201	1604625709294	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	274	END	1604625709186	1604625709294
USER	Positive: Fetch 10 pokemon characters and validate the schema	276	START	1604625709386	1604625709386
REQUEST	275		GET /api/v2/pokemon/	1604625709299	1604625709395	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	275	END	1604625709287	1604625709395
USER	Positive: Fetch 10 pokemon characters and validate the schema	277	START	1604625709487	1604625709487
REQUEST	276		GET /api/v2/pokemon/	1604625709397	1604625709497	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	276	END	1604625709386	1604625709498
REQUEST	277		GET /api/v2/pokemon/	1604625709498	1604625709588	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	277	END	1604625709487	1604625709589
USER	Positive: Fetch 10 pokemon characters and validate the schema	278	START	1604625709586	1604625709586
USER	Positive: Fetch 10 pokemon characters and validate the schema	279	START	1604625709688	1604625709688
REQUEST	278		GET /api/v2/pokemon/	1604625709599	1604625709699	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	278	END	1604625709586	1604625709699
USER	Positive: Fetch 10 pokemon characters and validate the schema	280	START	1604625709786	1604625709786
REQUEST	279		GET /api/v2/pokemon/	1604625709698	1604625709801	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	279	END	1604625709688	1604625709802
USER	Positive: Fetch 10 pokemon characters and validate the schema	281	START	1604625709887	1604625709887
REQUEST	280		GET /api/v2/pokemon/	1604625709806	1604625709908	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	280	END	1604625709786	1604625709909
USER	Positive: Fetch 10 pokemon characters and validate the schema	282	START	1604625709988	1604625709988
REQUEST	281		GET /api/v2/pokemon/	1604625709906	1604625710048	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	281	END	1604625709887	1604625710049
USER	Positive: Fetch 10 pokemon characters and validate the schema	283	START	1604625710086	1604625710086
REQUEST	282		GET /api/v2/pokemon/	1604625710002	1604625710107	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	282	END	1604625709988	1604625710108
USER	Positive: Fetch 10 pokemon characters and validate the schema	284	START	1604625710186	1604625710186
REQUEST	283		GET /api/v2/pokemon/	1604625710099	1604625710197	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	283	END	1604625710086	1604625710197
USER	Positive: Fetch 10 pokemon characters and validate the schema	285	START	1604625710286	1604625710286
REQUEST	284		GET /api/v2/pokemon/	1604625710199	1604625710299	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	284	END	1604625710186	1604625710299
USER	Positive: Fetch 10 pokemon characters and validate the schema	286	START	1604625710386	1604625710386
REQUEST	285		GET /api/v2/pokemon/	1604625710296	1604625710406	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	285	END	1604625710286	1604625710407
USER	Positive: Fetch 10 pokemon characters and validate the schema	287	START	1604625710488	1604625710488
REQUEST	286		GET /api/v2/pokemon/	1604625710398	1604625710524	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	286	END	1604625710386	1604625710525
USER	Positive: Fetch 10 pokemon characters and validate the schema	288	START	1604625710587	1604625710587
REQUEST	287		GET /api/v2/pokemon/	1604625710500	1604625710601	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	287	END	1604625710488	1604625710602
USER	Positive: Fetch 10 pokemon characters and validate the schema	289	START	1604625710686	1604625710686
REQUEST	288		GET /api/v2/pokemon/	1604625710596	1604625710692	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	288	END	1604625710587	1604625710692
REQUEST	289		GET /api/v2/pokemon/	1604625710694	1604625710790	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	290	START	1604625710788	1604625710788
USER	Positive: Fetch 10 pokemon characters and validate the schema	289	END	1604625710686	1604625710790
USER	Positive: Fetch 10 pokemon characters and validate the schema	291	START	1604625710888	1604625710888
REQUEST	290		GET /api/v2/pokemon/	1604625710798	1604625710900	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	290	END	1604625710788	1604625710900
USER	Positive: Fetch 10 pokemon characters and validate the schema	292	START	1604625710987	1604625710987
REQUEST	291		GET /api/v2/pokemon/	1604625710896	1604625710994	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	291	END	1604625710888	1604625710994
USER	Positive: Fetch 10 pokemon characters and validate the schema	293	START	1604625711087	1604625711087
REQUEST	292		GET /api/v2/pokemon/	1604625710999	1604625711107	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	292	END	1604625710987	1604625711110
USER	Positive: Fetch 10 pokemon characters and validate the schema	294	START	1604625711187	1604625711187
REQUEST	293		GET /api/v2/pokemon/	1604625711106	1604625711205	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	293	END	1604625711087	1604625711205
USER	Positive: Fetch 10 pokemon characters and validate the schema	295	START	1604625711286	1604625711286
REQUEST	294		GET /api/v2/pokemon/	1604625711201	1604625711307	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	294	END	1604625711187	1604625711308
USER	Positive: Fetch 10 pokemon characters and validate the schema	296	START	1604625711387	1604625711387
REQUEST	295		GET /api/v2/pokemon/	1604625711305	1604625711404	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	295	END	1604625711286	1604625711410
USER	Positive: Fetch 10 pokemon characters and validate the schema	297	START	1604625711486	1604625711486
REQUEST	296		GET /api/v2/pokemon/	1604625711403	1604625711495	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	296	END	1604625711387	1604625711497
USER	Positive: Fetch 10 pokemon characters and validate the schema	298	START	1604625711586	1604625711586
REQUEST	297		GET /api/v2/pokemon/	1604625711499	1604625711600	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	297	END	1604625711486	1604625711601
USER	Positive: Fetch 10 pokemon characters and validate the schema	299	START	1604625711686	1604625711686
REQUEST	298		GET /api/v2/pokemon/	1604625711604	1604625711693	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	298	END	1604625711586	1604625711696
USER	Positive: Fetch 10 pokemon characters and validate the schema	300	START	1604625711786	1604625711786
REQUEST	299		GET /api/v2/pokemon/	1604625711705	1604625711813	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	299	END	1604625711686	1604625711813
USER	Positive: Fetch 10 pokemon characters and validate the schema	301	START	1604625711886	1604625711886
REQUEST	300		GET /api/v2/pokemon/	1604625711797	1604625711892	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	300	END	1604625711786	1604625711893
USER	Positive: Fetch 10 pokemon characters and validate the schema	302	START	1604625711988	1604625711988
REQUEST	301		GET /api/v2/pokemon/	1604625711908	1604625712012	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	301	END	1604625711886	1604625712014
USER	Positive: Fetch 10 pokemon characters and validate the schema	303	START	1604625712087	1604625712087
REQUEST	302		GET /api/v2/pokemon/	1604625712011	1604625712111	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	302	END	1604625711988	1604625712111
USER	Positive: Fetch 10 pokemon characters and validate the schema	304	START	1604625712187	1604625712187
REQUEST	303		GET /api/v2/pokemon/	1604625712104	1604625712199	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	303	END	1604625712087	1604625712198
USER	Positive: Fetch 10 pokemon characters and validate the schema	305	START	1604625712288	1604625712288
REQUEST	304		GET /api/v2/pokemon/	1604625712203	1604625712306	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	304	END	1604625712187	1604625712306
USER	Positive: Fetch 10 pokemon characters and validate the schema	306	START	1604625712386	1604625712386
REQUEST	305		GET /api/v2/pokemon/	1604625712296	1604625712392	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	305	END	1604625712288	1604625712392
USER	Positive: Fetch 10 pokemon characters and validate the schema	307	START	1604625712488	1604625712488
REQUEST	306		GET /api/v2/pokemon/	1604625712399	1604625712494	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	306	END	1604625712386	1604625712494
USER	Positive: Fetch 10 pokemon characters and validate the schema	308	START	1604625712587	1604625712587
REQUEST	307		GET /api/v2/pokemon/	1604625712497	1604625712601	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	307	END	1604625712488	1604625712601
USER	Positive: Fetch 10 pokemon characters and validate the schema	309	START	1604625712687	1604625712687
REQUEST	308		GET /api/v2/pokemon/	1604625712603	1604625712739	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	308	END	1604625712587	1604625712740
USER	Positive: Fetch 10 pokemon characters and validate the schema	310	START	1604625712788	1604625712788
REQUEST	309		GET /api/v2/pokemon/	1604625712700	1604625712802	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	309	END	1604625712687	1604625712802
USER	Positive: Fetch 10 pokemon characters and validate the schema	311	START	1604625712888	1604625712888
REQUEST	310		GET /api/v2/pokemon/	1604625712796	1604625712893	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	310	END	1604625712788	1604625712893
USER	Positive: Fetch 10 pokemon characters and validate the schema	312	START	1604625712986	1604625712986
REQUEST	311		GET /api/v2/pokemon/	1604625712900	1604625713007	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	311	END	1604625712888	1604625713007
USER	Positive: Fetch 10 pokemon characters and validate the schema	313	START	1604625713087	1604625713087
REQUEST	312		GET /api/v2/pokemon/	1604625712998	1604625713097	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	312	END	1604625712986	1604625713099
USER	Positive: Fetch 10 pokemon characters and validate the schema	314	START	1604625713186	1604625713186
REQUEST	313		GET /api/v2/pokemon/	1604625713096	1604625713194	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	313	END	1604625713087	1604625713194
USER	Positive: Fetch 10 pokemon characters and validate the schema	315	START	1604625713289	1604625713289
REQUEST	314		GET /api/v2/pokemon/	1604625713196	1604625713294	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	314	END	1604625713186	1604625713296
USER	Positive: Fetch 10 pokemon characters and validate the schema	316	START	1604625713386	1604625713386
REQUEST	315		GET /api/v2/pokemon/	1604625713300	1604625713388	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	315	END	1604625713289	1604625713389
USER	Positive: Fetch 10 pokemon characters and validate the schema	317	START	1604625713486	1604625713486
REQUEST	316		GET /api/v2/pokemon/	1604625713398	1604625713490	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	316	END	1604625713386	1604625713490
USER	Positive: Fetch 10 pokemon characters and validate the schema	318	START	1604625713586	1604625713586
REQUEST	317		GET /api/v2/pokemon/	1604625713500	1604625713598	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	317	END	1604625713486	1604625713597
USER	Positive: Fetch 10 pokemon characters and validate the schema	319	START	1604625713686	1604625713686
REQUEST	318		GET /api/v2/pokemon/	1604625713599	1604625713693	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	318	END	1604625713586	1604625713693
USER	Positive: Fetch 10 pokemon characters and validate the schema	320	START	1604625713786	1604625713786
REQUEST	319		GET /api/v2/pokemon/	1604625713694	1604625713805	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	319	END	1604625713686	1604625713805
USER	Positive: Fetch 10 pokemon characters and validate the schema	321	START	1604625713888	1604625713888
REQUEST	320		GET /api/v2/pokemon/	1604625713797	1604625713897	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	320	END	1604625713786	1604625713898
USER	
